chr	suffix	name	seq
2	A	internal_1	1111111111111111111111111111111111111111111111111111111
2	A	diploid	1111111111111111111111111111111111111111111111111111111
2	B	X421G	0011111111111111101111111110111111111111111111101100000
2	B	X421E	1110111111111111101111001111111111111111111111111101100
2	B	X421L	1110111111000001101111111111111111111111111111101111100
2	B	internal_7	1111111111111111101111111111111111111111111111112211100
2	B	X421F	1111111111111111111111111111111111111111111111101111100
2	B	internal_6	1111111111111111101111111111111111111111111111112211100
2	B	X421H	1111111111111111111111111111111011110111111111111111100
2	B	internal_5	1111111111111111111111111111111111111111111111111111100
2	B	internal_4	1111111111111111111111111111111111111111111111111111100
2	B	X421C	1111111111111111111111111000000000000000000000100000000
2	B	X421D	1111101111110011111101111111111111011111010111111111111
2	B	internal_3	1111111111111111111111111111111111111111111111111111100
2	B	X421B	1111111101111111111111111100000010111111111111111111111
2	B	internal_2	1111111111111111111111111111111111111111111111111111111
2	B	internal_1	1111111111111111111111111111111111111111111111111111111
2	B	diploid	1111111111111111111111111111111111111111111111111111111
3	A	X421G	111111111111011111110000111111111111
3	A	X421E	111111111111111111111111111111000000
3	A	X421L	111111111111111111111111111111000000
3	A	internal_7	111111111111111111111111111111111111
3	A	X421F	111111111111111111110001111111000000
3	A	internal_6	111111111111111111111111111111111111
3	A	X421H	111111111111111111111111111111111111
3	A	internal_5	111111111111111111111111111111111111
3	A	internal_4	111111111111111111111111111111111111
3	A	X421C	112221111111111111122222222222222111
3	A	X421D	111111111121111111111111111111000000
3	A	internal_3	111111111111111111111111111111111111
3	A	X421B	111222111111111111111111111111111111
3	A	internal_2	111111111111111111111111111111111111
3	A	internal_1	111111111111111111111111111111111111
3	A	diploid	111111111111111111111111111111111111
3	B	X421G	111111111000011110110111111111111110
3	B	X421E	111111111000011111120222222222223111
3	B	X421L	111111111000011111110111111112222111
3	B	internal_7	111111111000011111110111111112222111
3	B	X421F	111111111000011111121222222223333221
3	B	internal_6	111111111000011111110111111112222111
3	B	X421H	111111111000011111110011111001111111
3	B	internal_5	111111111000011111121222222112222111
3	B	internal_4	111111111000011111121222222111111111
3	B	X421C	111111111111111111110111111011000000
3	B	X421D	111111111101111111133333333333333112
3	B	internal_3	111111111111111111121222222111111111
3	B	X421B	011111111111111011111111111111111111
3	B	internal_2	111111111111111111122222222222222111
3	B	internal_1	111111111111111111111111111111111111
3	B	diploid	111111111111111111111111111111111111
4	A	X421G	01101111111111111111111111111111
4	A	X421E	11111111111111111122111111111112
4	A	X421L	11111111111111111122222222222222
4	A	internal_7	11111111111111111122111111111111
4	A	X421F	11111111111111111122222222222222
4	A	internal_6	11111111111111111122222222222222
4	A	X421H	11111111111111111111111111111111
4	A	internal_5	11111111111111111122222222222222
4	A	internal_4	11111111111111111122222222222222
4	A	X421C	11111111111111111122222222222222
4	A	X421D	11111111111111111122222222211122
4	A	internal_3	11111111111111111122222222222222
4	A	X421B	11111111111111111111122222220222
4	A	internal_2	11111111111111111122222222221122
4	A	internal_1	11111111111111111122222222221122
4	A	diploid	11111111111111111111111111111111
4	B	X421G	00001111111111111111111111111111
4	B	X421E	00001111111111111111111111111110
4	B	X421L	01001111111111110111111111111111
4	B	internal_7	00001111111111111111111111111111
4	B	X421F	01001111111111110111111111111110
4	B	internal_6	01001111111111111111111111111111
4	B	X421H	01001111111111111110111110111111
4	B	internal_5	01001111111111111111111111111111
4	B	internal_4	01001111111111111111111111111111
4	B	X421C	01111000110011111111111111111110
4	B	X421D	11111111111111100111111111111110
4	B	internal_3	01111111111111111111111111111111
4	B	X421B	11111101100110111111111111111111
4	B	internal_2	11111111111111111111111111111111
4	B	internal_1	11111111111111111111111111111111
4	B	diploid	11111111111111111111111111111111
5	A	X421G	001111111111111111111111111111111111111
5	A	X421E	111111111111111111111111111111111111111
5	A	X421L	111111111111111111111111111111111111111
5	A	internal_7	111111111111111111111111111111111111111
5	A	X421F	111111111111111111111111111122222211111
5	A	internal_6	111111111111111111111111111111111111111
5	A	X421H	111111111111111111111111111111111111111
5	A	internal_5	111111111111111111111111111111111111111
5	A	internal_4	111111111111111111111111111111111111111
5	A	X421C	111111111111111111111111111111111111111
5	A	X421D	111121111111121111111222222111111111111
5	A	internal_3	111111111111111111111111111111111111111
5	A	X421B	111111111111111111111111111111111111111
5	A	internal_2	111111111111111111111111111111111111111
5	A	internal_1	111111111111111111111111111111111111111
5	A	diploid	111111111111111111111111111111111111111
5	B	X421G	001111111111111111111110111111111000000
5	B	X421E	001111111111111111111110111111111111000
5	B	X421L	001111111111111111111111111111111111101
5	B	internal_7	001111111111111111111110111111111111000
5	B	X421F	011111111111111111111111111111111111111
5	B	internal_6	001111111111111111111111111111111111101
5	B	X421H	011111001111111101111111111101111100000
5	B	internal_5	011111111111111111111111111111111111111
5	B	internal_4	011111111111111111111111111111111111111
5	B	X421C	011111100001111000000000100000000000000
5	B	X421D	111101111111101111011011110111111111111
5	B	internal_3	011111111111111111111111111111111111111
5	B	X421B	111111111011111100001111111111101111111
5	B	internal_2	111111111111111111111111111111111111111
5	B	internal_1	111111111111111111111111111111111111111
5	B	diploid	111111111111111111111111111111111111111
6	A	X421G	111111111111111111111111111
6	A	X421E	111111111111111111111111111
6	A	X421L	111211111111111111111111111
6	A	internal_7	111111111111111111111111111
6	A	X421F	222222221111111111111111111
6	A	internal_6	111111111111111111111111111
6	A	X421H	111111111111111111111111111
6	A	internal_5	111111111111111111111111111
6	A	internal_4	111111111111111111111111111
6	A	X421C	122222222222221111111111111
6	A	X421D	222222222222221111111111111
6	A	internal_3	122222222222221111111111111
6	A	X421B	222222222222111111111111111
6	A	internal_2	222222222222221111111111111
6	A	internal_1	222222222222111111111111111
6	A	diploid	111111111111111111111111111
6	B	X421G	111111110001111111111111110
6	B	X421E	111111111111111111100011110
6	B	X421L	111111110111111111100011110
6	B	internal_7	111111111111111111111111110
6	B	X421F	111111111111111111100011110
6	B	internal_6	111111111111111111111111110
6	B	X421H	111111111111111111001011111
6	B	internal_5	111111111111111111111111110
6	B	internal_4	111111111111111111111111111
6	B	X421C	111111111111111011100011100
6	B	X421D	111110111111101111100011111
6	B	internal_3	111111111111111111111111111
6	B	X421B	111111111111111110000001111
6	B	internal_2	111111111111111111111111111
6	B	internal_1	111111111111111111111111111
6	B	diploid	111111111111111111111111111
7	A	X421G	11111111111111110011111211111111111
7	A	X421E	11111111111111111122220300222222221
7	A	X421L	11111111121111112222221222222222221
7	A	internal_7	11111111111111111122221211111111111
7	A	X421F	12222222222211112222221222222222222
7	A	internal_6	11111111111111112222221222222222221
7	A	X421H	11111111111111111111111111111111111
7	A	internal_5	11111111111111112222221222222222221
7	A	internal_4	11111111111111111111111111111111111
7	A	X421C	11111111222222211111122222222122222
7	A	X421D	22222222222222222222222222221111111
7	A	internal_3	11111111111111111111111111111111111
7	A	X421B	11111111111111111111111111111111111
7	A	internal_2	11111111111111111111111111111111111
7	A	internal_1	11111111111111111111111111111111111
7	A	diploid	11111111111111111111111111111111111
7	B	X421G	01011111111101110011110100111111110
7	B	X421E	01111111111101111011111111111111111
7	B	X421L	01110011111111111111111111111111111
7	B	internal_7	01111111111101111011111111111111111
7	B	X421F	01111111111101110011111211111111111
7	B	internal_6	01111111111111111111111111111111111
7	B	X421H	01111111111101110011110110011111111
7	B	internal_5	01111111111112221111111111111111111
7	B	internal_4	01111111111112221111111111111111111
7	B	X421C	11111111111111111111111111111111111
7	B	X421D	11111111111111111111111111111111111
7	B	internal_3	11111111111111111111111111111111111
7	B	X421B	11111001111111111110111111111111111
7	B	internal_2	11111111111111111111111111111111111
7	B	internal_1	11111111111111111111111111111111111
7	B	diploid	11111111111111111111111111111111111
8	A	X421G	11111011111111111111111111111100
8	A	X421E	11111111111122111111111111111111
8	A	X421L	11111111111123111111111111111101
8	A	internal_7	11111111111122111111111111111111
8	A	X421F	11122111111122111111111111111111
8	A	internal_6	11111111111122111111111111111111
8	A	X421H	11111111111111111112111111111111
8	A	internal_5	11111111111122111111111111111111
8	A	internal_4	11111111111122111111111111111111
8	A	X421C	11112111111122122333333333333222
8	A	X421D	11111111112122111111111111111111
8	A	internal_3	11111111111122111111111111111111
8	A	X421B	22111111322222222222221111111111
8	A	internal_2	11111111111122111111111111111111
8	A	internal_1	11111111111111111111111111111111
8	A	diploid	11111111111111111111111111111111
8	B	X421G	11111111111111111111111111110000
8	B	X421E	00000001111111222222222222222222
8	B	X421L	00000001111111333333333333333223
8	B	internal_7	11111111111111222222222222222112
8	B	X421F	00000001111111222333333333333333
8	B	internal_6	11111111111111222333333333333223
8	B	X421H	11100001111111111110111010111000
8	B	internal_5	11111111111111222333333333333333
8	B	internal_4	11111111111111222222222222222222
8	B	X421C	00000001111111222222222222222222
8	B	X421D	00000001110111222333333333333333
8	B	internal_3	11111111111111222222222222222222
8	B	X421B	00000000222222222222222222222222
8	B	internal_2	11111111111111222222222222222222
8	B	internal_1	11111111222222222222222222222222
8	B	diploid	11111111111111111111111111111111
9	A	X421G	111111111111111111000
9	A	X421E	111111111111111111111
9	A	X421L	111111111111111111111
9	A	internal_7	111111111111111111111
9	A	X421F	211111111112222211111
9	A	internal_6	111111111111111111111
9	A	X421H	111111111111111111111
9	A	internal_5	111111111111111111111
9	A	internal_4	111111111111111111111
9	A	X421C	111111111111111111111
9	A	X421D	111111111111211111111
9	A	internal_3	111111111111111111111
9	A	X421B	111111112221111111111
9	A	internal_2	111111111111111111111
9	A	internal_1	111111111111111111111
9	A	diploid	111111111111111111111
9	B	X421G	111111111001111100000
9	B	X421E	111111111011111100000
9	B	X421L	000111111111011110000
9	B	internal_7	111111111011111100000
9	B	X421F	111111111111111111100
9	B	internal_6	111111111111111110000
9	B	X421H	111111111111111100000
9	B	internal_5	111111111111111111100
9	B	internal_4	111111111111111111100
9	B	X421C	110111111111111111110
9	B	X421D	111101111111011111111
9	B	internal_3	111111111111111111110
9	B	X421B	111111111111111111111
9	B	internal_2	111111111111111111111
9	B	internal_1	111111111111111111111
9	B	diploid	111111111111111111111
10	A	X421G	1111111111111111111111111111111111111
10	A	X421E	1111111111111111111111121111111111111
10	A	X421L	1111111111111111122111111111111111111
10	A	internal_7	1111111111111111111111111111111111111
10	A	X421F	1111111111111111122221122222222221111
10	A	internal_6	1111111111111111122111111111111111111
10	A	X421H	1111111111111111111111111111111111111
10	A	internal_5	1111111111111111122221111111111111111
10	A	internal_4	1111111111111111111111111111111111111
10	A	X421C	1111111111111111221111111111111111111
10	A	X421D	1111111111111111122111222222222222222
10	A	internal_3	1111111111111111111111111111111111111
10	A	X421B	1111111110122221111122222111111111111
10	A	internal_2	1111111111111111111111111111111111111
10	A	internal_1	1111111111111111111111111111111111111
10	A	diploid	1111111111111111111111111111111111111
10	B	X421G	1110011111110011111100011110111110100
10	B	X421E	0111111111111011111100011111111111111
10	B	X421L	0000000111111011111111111111111111110
10	B	internal_7	1111111111111011111100011111111111111
10	B	X421F	0110111111111111111111111111111111111
10	B	internal_6	1111111111111011111111111111111111111
10	B	X421H	1110111111111011111111111111111111111
10	B	internal_5	1111111111111111111111111111111111111
10	B	internal_4	1111111111111111111111111111111111111
10	B	X421C	0111111111111111111111110000001111111
10	B	X421D	0111111111111111111111111111111111111
10	B	internal_3	1111111111111111111111111111111111111
10	B	X421B	1111110000111110011111111100011111111
10	B	internal_2	1111111111111111111111111111111111111
10	B	internal_1	1111111111111111111111111111111111111
10	B	diploid	1111111111111111111111111111111111111
11	A	X421G	011111111111111111111111111111111
11	A	X421E	011111111111111111111111111111111
11	A	X421L	011111111111111111111111121111111
11	A	internal_7	011111111111111111111111111111111
11	A	X421F	111111111111111211111111111111111
11	A	internal_6	011111111111111111111111111111111
11	A	X421H	111111111111111111111111111111111
11	A	internal_5	111111111111111111111111111111111
11	A	internal_4	111111111111111111111111111111111
11	A	X421C	111111111111111111111111111111111
11	A	X421D	111111121112111112111111111111111
11	A	internal_3	111111111111111111111111111111111
11	A	X421B	111221111222222222222221111111222
11	A	internal_2	111111111111111111111111111111111
11	A	internal_1	111111111111111111111111111111111
11	A	diploid	111111111111111111111111111111111
11	B	X421G	011111111101110100000011111111111
11	B	X421E	011111111100010100000111111111111
11	B	X421L	011111111111110100001111111111111
11	B	internal_7	011111111101110100000111111111111
11	B	X421F	011111111111110100000111111111111
11	B	internal_6	011111111111110100001111111111111
11	B	X421H	011111111111110100000111111111111
11	B	internal_5	011111111111110100001111111111111
11	B	internal_4	011111111111110100001111111111111
11	B	X421C	011111111111111100011111111111111
11	B	X421D	111111111110111110111111110111111
11	B	internal_3	011111111111111100011111111111111
11	B	X421B	111111110111111111111111110111111
11	B	internal_2	111111111111111110111111111111111
11	B	internal_1	111111111111111111111111111111111
11	B	diploid	111111111111111111111111111111111
12	A	X421G	1111111111111111111111111111
12	A	X421E	1111111111111111111111111111
12	A	X421L	1111111111211111111111111111
12	A	internal_7	1111111111111111111111111111
12	A	X421F	1111111111112222222222211111
12	A	internal_6	1111111111111111111111111111
12	A	X421H	1111111111111111111111111111
12	A	internal_5	1111111111111111111111111111
12	A	internal_4	1111111111111111111111111111
12	A	X421C	1111111111111111111111111221
12	A	X421D	1111111211112222222222211111
12	A	internal_3	1111111111111111111111111111
12	A	X421B	2111111111111211111111111111
12	A	internal_2	1111111111111111111111111111
12	A	internal_1	1111111111111111111111111111
12	A	diploid	1111111111111111111111111111
12	B	X421G	1111111111111111111111111100
12	B	X421E	1111111111111111111111100000
12	B	X421L	1111111111111111111111111100
12	B	internal_7	1111111111111111111111111100
12	B	X421F	1111111111111111111111111111
12	B	internal_6	1111111111111111111111111100
12	B	X421H	1100100011111111111111111111
12	B	internal_5	1111111111111111111111111111
12	B	internal_4	1111111111111111111111111111
12	B	X421C	1111111111111111101011111111
12	B	X421D	1111111011111111111111111111
12	B	internal_3	1111111111111111111111111111
12	B	X421B	1000001111111110111111111111
12	B	internal_2	1111111111111111111111111111
12	B	internal_1	1111111111111111111111111111
12	B	diploid	1111111111111111111111111111
13	A	X421G	1111111111111111111111110
13	A	X421E	1111111111111111111111111
13	A	X421L	1111111111211111111111111
13	A	internal_7	1111111111111111111111111
13	A	X421F	1111111111111111111111111
13	A	internal_6	1111111111111111111111111
13	A	X421H	1111111111111111111111111
13	A	internal_5	1111111111111111111111111
13	A	internal_4	1111111111111111111111111
13	A	X421C	1111111111111111111111111
13	A	X421D	1111111111111111111111111
13	A	internal_3	1111111111111111111111111
13	A	X421B	1111111111111111111111111
13	A	internal_2	1111111111111111111111111
13	A	internal_1	1111111111111111111111111
13	A	diploid	1111111111111111111111111
13	B	X421G	0011111111111111111111110
13	B	X421E	0011101000100011111111110
13	B	X421L	1111101000100011111111110
13	B	internal_7	0011112111211111111111110
13	B	X421F	1111101000100011111111111
13	B	internal_6	1111112111211111111111110
13	B	X421H	1111111111111111111111100
13	B	internal_5	1111112111211111111111111
13	B	internal_4	1111112111211111111111111
13	B	X421C	1111101000100010000111111
13	B	X421D	1111102000200011011101111
13	B	internal_3	1111112111211111111111111
13	B	X421B	1111111101110000001111111
13	B	internal_2	1111112111211111111111111
13	B	internal_1	1111111111111111111111111
13	B	diploid	1111111111111111111111111
14	A	X421G	111111111111111110
14	A	X421E	111111111111111111
14	A	X421L	111111111111111111
14	A	internal_7	111111111111111111
14	A	X421F	111111111122221111
14	A	internal_6	111111111111111111
14	A	X421H	111111111111111111
14	A	internal_5	111111111111111111
14	A	internal_4	111111111111111111
14	A	X421C	111111111111111111
14	A	X421D	111121111111111111
14	A	internal_3	111111111111111111
14	A	X421B	222111122220222222
14	A	internal_2	111111111111111111
14	A	internal_1	111111111111111111
14	A	diploid	111111111111111111
14	B	X421G	101111111111100000
14	B	X421E	111111111111111000
14	B	X421L	111111111111111110
14	B	internal_7	111111111111111000
14	B	X421F	111111111111111111
14	B	internal_6	111111111111111110
14	B	X421H	111111111111111110
14	B	internal_5	111111111111111111
14	B	internal_4	111111111111111111
14	B	X421C	111111111111111111
14	B	X421D	111101111111111111
14	B	internal_3	111111111111111111
14	B	X421B	111000111111111111
14	B	internal_2	111111111111111111
14	B	internal_1	111111111111111111
14	B	diploid	111111111111111111
15	A	X421G	11111111111111111
15	A	X421E	11111111111111111
15	A	X421L	11111111111111111
15	A	internal_7	11111111111111111
15	A	X421F	11111111111111111
15	A	internal_6	11111111111111111
15	A	X421H	11111111111111111
15	A	internal_5	11111111111111111
15	A	internal_4	11111111111111111
15	A	X421C	11111111111111111
15	A	X421D	11111111122222222
15	A	internal_3	11111111111111111
15	A	X421B	11111111111111112
15	A	internal_2	11111111111111112
15	A	internal_1	11111111111111112
15	A	diploid	11111111111111111
15	B	X421G	00001101110000111
15	B	X421E	00001101111100111
15	B	X421L	11111111111111111
15	B	internal_7	00001101111100111
15	B	X421F	11111101111110111
15	B	internal_6	11111111111111111
15	B	X421H	01000111111110111
15	B	internal_5	11111111111111111
15	B	internal_4	11111111111111111
15	B	X421C	11111111111110111
15	B	X421D	11111111111111111
15	B	internal_3	11111111111111111
15	B	X421B	11111111111111111
15	B	internal_2	11111111111111111
15	B	internal_1	11111111111111111
15	B	diploid	11111111111111111
16	A	X421G	01011111111111111111111000
16	A	X421E	01011111111110000000000000
16	A	X421L	11111111111111100000000000
16	A	internal_7	01011111111111111111111000
16	A	X421F	01111111111111100000000000
16	A	internal_6	11111111111111111111111000
16	A	X421H	01111111111111111111211111
16	A	internal_5	11111111111111111111111000
16	A	internal_4	11111111111111111111111111
16	A	X421C	01111111111111100000000000
16	A	X421D	11111111111111100000000001
16	A	internal_3	11111111111111111111111111
16	A	X421B	22211111111111111111111111
16	A	internal_2	11111111111111111111111111
16	A	internal_1	11111111111111111111111111
16	A	diploid	11111111111111111111111111
16	B	X421G	00010011100100011101101110
16	B	X421E	11010011100000011111111110
16	B	X421L	00011111110000011111111100
16	B	internal_7	11010011100100011111111110
16	B	X421F	11011111100000011111222110
16	B	internal_6	11011111110100011111111110
16	B	X421H	11011110101111011101111110
16	B	internal_5	11011111110100011111111110
16	B	internal_4	11011111111111011111111110
16	B	X421C	11011111110000011111111110
16	B	X421D	11111111110000011111111110
16	B	internal_3	11011111111111011111111110
16	B	X421B	11122222221111110111111111
16	B	internal_2	11111111111111011111111110
16	B	internal_1	11111111111111111111111111
16	B	diploid	11111111111111111111111111
17	A	X421G	111111011111111111
17	A	X421E	111111111111111111
17	A	X421L	111111111111122211
17	A	internal_7	111111111111111111
17	A	X421F	101111111111111111
17	A	internal_6	111111111111111111
17	A	X421H	111111111111111111
17	A	internal_5	111111111111111111
17	A	internal_4	111111111111111111
17	A	X421C	111111111111111111
17	A	X421D	111111111111111111
17	A	internal_3	111111111111111111
17	A	X421B	222222222221111111
17	A	internal_2	111111111111111111
17	A	internal_1	111111111111111111
17	A	diploid	111111111111111111
17	B	X421G	000001011111111100
17	B	X421E	000011111111111110
17	B	X421L	100011111111111111
17	B	internal_7	000011111111111110
17	B	X421F	100011111111111110
17	B	internal_6	100011111111111111
17	B	X421H	111111001111111110
17	B	internal_5	100011111111111111
17	B	internal_4	111111111111111111
17	B	X421C	100011111111111110
17	B	X421D	100011111111111111
17	B	internal_3	111111111111111111
17	B	X421B	111111111110111111
17	B	internal_2	111111111111111111
17	B	internal_1	111111111111111111
17	B	diploid	111111111111111111
18	A	X421G	1111111111111
18	A	X421E	1111111111111
18	A	X421L	1111111111111
18	A	internal_7	1111111111111
18	A	X421F	1111122111111
18	A	internal_6	1111111111111
18	A	X421H	1111111111111
18	A	internal_5	1111111111111
18	A	internal_4	1111111111111
18	A	X421C	1111111111111
18	A	X421D	1111111111211
18	A	internal_3	1111111111111
18	A	X421B	1111111111111
18	A	internal_2	1111111111111
18	A	internal_1	1111111111111
18	A	diploid	1111111111111
18	B	X421G	1111110111110
18	B	X421E	1111111111111
18	B	X421L	1111111111110
18	B	internal_7	1111111111111
18	B	X421F	1111111111111
18	B	internal_6	1111111111111
18	B	X421H	1111111111111
18	B	internal_5	1111111111111
18	B	internal_4	1111111111111
18	B	X421C	1111111110000
18	B	X421D	1101111111011
18	B	internal_3	1111111111111
18	B	X421B	1111111100000
18	B	internal_2	1111111111111
18	B	internal_1	1111111111111
18	B	diploid	1111111111111
19	A	X421G	01111001111111111
19	A	X421E	00111111111111111
19	A	X421L	11111111111111111
19	A	internal_7	01111111111111111
19	A	X421F	11111111111111111
19	A	internal_6	11111111111111111
19	A	X421H	01111111111111111
19	A	internal_5	11111111111111111
19	A	internal_4	11111111111111111
19	A	X421C	11111111111111111
19	A	X421D	11111111213111111
19	A	internal_3	11111111111111111
19	A	X421B	22222222222222222
19	A	internal_2	11111111111111111
19	A	internal_1	11111111111111111
19	A	diploid	11111111111111111
19	B	X421G	00000000000000001
19	B	X421E	00000000000000000
19	B	X421L	00011111111101111
19	B	internal_7	00000000000000001
19	B	X421F	00111101111111111
19	B	internal_6	00011111111101111
19	B	X421H	00111101111111111
19	B	internal_5	00111111111111111
19	B	internal_4	00111111111111111
19	B	X421C	00111101111111111
19	B	X421D	11111111010111111
19	B	internal_3	00111111111111111
19	B	X421B	11111111111111111
19	B	internal_2	11111111111111111
19	B	internal_1	11111111111111111
19	B	diploid	11111111111111111
20	A	X421G	1111111111110
20	A	X421E	1111111111110
20	A	X421L	1111112122211
20	A	internal_7	1111111111110
20	A	X421F	1111111111111
20	A	internal_6	1111111111111
20	A	X421H	1111111111111
20	A	internal_5	1111111111111
20	A	internal_4	1111111111111
20	A	X421C	1111111111111
20	A	X421D	1111111111111
20	A	internal_3	1111111111111
20	A	X421B	2222222222111
20	A	internal_2	1111111111111
20	A	internal_1	1111111111111
20	A	diploid	1111111111111
20	B	X421G	0010000011100
20	B	X421E	1111111111100
20	B	X421L	1111111111111
20	B	internal_7	1111111111100
20	B	X421F	1111111111110
20	B	internal_6	1111111111111
20	B	X421H	1111011111110
20	B	internal_5	1111111111111
20	B	internal_4	1111111111111
20	B	X421C	1111011111110
20	B	X421D	1111111111111
20	B	internal_3	1111111111111
20	B	X421B	1111111111111
20	B	internal_2	1111111111111
20	B	internal_1	1111111111111
20	B	diploid	1111111111111
21	A	X421G	11111110
21	A	X421E	11111111
21	A	X421L	11111111
21	A	internal_7	11111111
21	A	X421F	11111111
21	A	internal_6	11111111
21	A	X421H	11111111
21	A	internal_5	11111111
21	A	internal_4	11111111
21	A	X421C	11111111
21	A	X421D	11111111
21	A	internal_3	11111111
21	A	X421B	11111111
21	A	internal_2	11111111
21	A	internal_1	11111111
21	A	diploid	11111111
21	B	X421G	11111100
21	B	X421E	11111111
21	B	X421L	11111111
21	B	internal_7	11111111
21	B	X421F	11111100
21	B	internal_6	11111111
21	B	X421H	11111110
21	B	internal_5	11111111
21	B	internal_4	11111111
21	B	X421C	10011111
21	B	X421D	11111111
21	B	internal_3	11111111
21	B	X421B	00111111
21	B	internal_2	11111111
21	B	internal_1	11111111
21	B	diploid	11111111
22	A	X421G	1011111101101010
22	A	X421E	1011111101100000
22	A	X421L	0011111111112111
22	A	internal_7	1011111101101010
22	A	X421F	1011111101100000
22	A	internal_6	1011111112212111
22	A	X421H	1011111101100000
22	A	internal_5	1011111112211111
22	A	internal_4	1011111112211111
22	A	X421C	1111111101100000
22	A	X421D	1111111111111111
22	A	internal_3	1111111112211111
22	A	X421B	2222222222222222
22	A	internal_2	1111111111111111
22	A	internal_1	1111111111111111
22	A	diploid	1111111111111111
22	B	X421G	0001111111001000
22	B	X421E	0001111111111111
22	B	X421L	1111101111111000
22	B	internal_7	0001111111111111
22	B	X421F	1011111111111111
22	B	internal_6	1111111111111111
22	B	X421H	0000111111111111
22	B	internal_5	1111111111111111
22	B	internal_4	1111111111111111
22	B	X421C	1000111011111111
22	B	X421D	1111111111111111
22	B	internal_3	1111111111111111
22	B	X421B	1111111111111111
22	B	internal_2	1111111111111111
22	B	internal_1	1111111111111111
22	B	diploid	1111111111111111
X	A	X421G	111111111111111102
X	A	X421E	111111111111111111
X	A	X421L	111111111110111111
X	A	internal_7	111111111111111111
X	A	X421F	111111111111111111
X	A	internal_6	111111111111111111
X	A	X421H	111111111111111111
X	A	internal_5	111111111111111111
X	A	internal_4	111111111111111111
X	A	X421C	111111111110111111
X	A	X421D	111000010000011111
X	A	internal_3	111111111111111111
X	A	X421B	101110111111110111
X	A	internal_2	111111111111111111
X	A	internal_1	111111111111111111
X	A	diploid	111111111111111111
X	B	X421G	000000000000000000
X	B	X421E	000000000000000000
X	B	X421L	000000000000000000
X	B	internal_7	000000000000000000
X	B	X421F	111111111111111111
X	B	internal_6	000000000000000000
X	B	X421H	000000000000000000
X	B	internal_5	111111111111111111
X	B	internal_4	111111111111111111
X	B	X421C	000000000000000000
X	B	X421D	000000000000000000
X	B	internal_3	111111111111111111
X	B	X421B	000000000000000000
X	B	internal_2	111111111111111111
X	B	internal_1	111111111111111111
X	B	diploid	111111111111111111
Y	A	X421G	11
Y	A	X421E	11
Y	A	X421L	11
Y	A	internal_7	11
Y	A	X421F	11
Y	A	internal_6	11
Y	A	X421H	11
Y	A	internal_5	11
Y	A	internal_4	11
Y	A	X421C	11
Y	A	X421D	11
Y	A	internal_3	11
Y	A	X421B	12
Y	A	internal_2	11
Y	A	internal_1	11
