Sample,,Probe target info,Height,Area,Intra ratio,Pre ratio,Final ratio,Stdev,RefPop,SamPop,d(nt),Width
421F,[References (n=12)].[SEC63*],06-108.321498,1311,15490,0.83,0.83,0.81,0.16,Equal,Equal,-0.02,66
421F,[References (n=12)].[MTMR2*],11-095.238425,2107,17686,1.15,1.2,1.13,0.27,Equal,Equal,0.05,53
421F,[References (n=12)].[MYH7*],14-022.972596,2223,16270,0.83,0.89,0.81,0.15,Equal,Equal,0,44
421F,[References (n=12)].[SPG11*],15-042.653071,1202,14466,0.92,0.92,0.89,0.17,Equal,Equal,-0.06,57
421F,[References (n=12)].[PLCG2*],16-080.537323,1111,12759,0.69,0.71,0.68,0.14,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.09,58
421F,[References (n=12)].[KCNJ6*],21-037.919589,2088,15404,0.83,0.9,0.82,0.24,Equal,Equal,-0.05,49
421G,[01p (n=5)].[DVL1-1],01-001.274237,854,6364,0.56,0.67,0.56,0.17,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.02,52
421G,[01p (n=5)].[PRDM16-3],01-003.150503,425,4676,0.35,0.51,0.36,0.11,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.09,48
421G,[01p (n=5)].[CHD5-2],01-006.150830,496,5686,0.47,0.69,0.48,0.14,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.02,54
421G,[01p (n=5)].[CAMTA1-18],01-007.727575,1309,12134,0.67,0.94,0.69,0.17,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.04,47
421G,[01p (n=5)].[KIF1B-2],01-010.214967,2596,19492,1.19,1.46,1.22,0.33,Equal,Equal,0.03,46
421G,[03p (n=4)].[VHL-1],03-010.158544,1287,10551,0.56,0.73,0.57,0.19,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.06,41
421G,[03p (n=4)].[VHL-2],03-010.163233,1324,12663,0.73,1.03,0.75,0.19,Equal,Equal,0.04,63
421G,[03p (n=4)].[FHIT-7],03-059.972109,2087,17754,1.32,1.75,1.36,0.39,Ambiguous,Ambiguous,-0.07,61
421G,[03p (n=4)].[FHIT-4],03-060.782680,2216,19819,1.25,1.71,1.28,0.39,Equal,Equal,-0.01,60
421G,[05q (n=2)].[APC-12],05-112.182873,1223,10160,0.85,1.14,0.88,0.23,Equal,Equal,-0.04,50
421G,[05q (n=2)].[APC-18],05-112.206814,1162,12436,1.11,1.6,1.14,1,Equal,Equal,-0.02,60
421G,[09p (n=3)].[CDKN2A-4],09-021.958641,1764,14860,0.66,0.83,0.67,0.17,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.09,57
421G,[09p (n=3)].[CDKN2A-3],09-021.961213,1334,9645,0.68,0.83,0.69,0.18,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.06,46
421G,[09p (n=3)].[CDKN2B-1],09-021.998809,1041,11370,0.63,0.9,0.67,1,Ambiguous,Ambiguous,0.02,59
421G,[09q (n=4)].[PTCH1-20],09-097.258441,1511,11561,0.61,0.77,0.62,0.17,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.06,49
421G,[09q (n=4)].[PTCH1-5],09-097.284232,2251,19102,1.42,1.9,1.47,0.41,Ambiguous,Ambiguous,-0.01,63
421G,[09q (n=4)].[TSC1-18],09-134.767854,2020,17036,0.72,0.98,0.77,1,Equal,Equal,-0.03,52
421G,[09q (n=4)].[TSC1-1],09-134.809748,1448,12339,0.62,0.81,0.63,0.18,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.03,72
421G,[10q (n=3)].[PTEN-4],10-089.680713,2734,26141,1.61,2.22,1.66,0.48,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.01,76
421G,[10q (n=3)].[PTEN-5],10-089.682864,3154,30143,1.48,2.06,1.52,0.43,Ambiguous,Ambiguous,-0.01,65
421G,[10q (n=3)].[PTEN-8],10-089.710865,2295,24556,1.48,2.09,1.49,0.43,Ambiguous,Ambiguous,0,72
421G,[11p (n=2)].[WT1-11],11-032.366613,1286,14042,0.76,1.12,0.76,0.2,Equal,Equal,-0.05,64
421G,[11p (n=2)].[WT1-1],11-032.413841,937,7627,0.47,0.61,0.48,0.14,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.06,43
421G,[13q (n=6)].[BRCA2-3],13-031.791351,2603,19301,1.22,1.51,1.25,0.35,Equal,Equal,-0.07,64
421G,[13q (n=6)].[BRCA2-9],13-031.803112,2936,23521,1.09,1.4,1.12,0.31,Equal,Equal,-0.07,71
421G,[13q (n=6)].[RB1-3],13-047.814761,2622,30352,1.42,2.09,1.43,0.37,Increased1StdDevAboveArbitraryBorder,Ambiguous,0.04,85
421G,[13q (n=6)].[RB1-25],13-047.948892,2924,26900,1.11,1.56,1.13,0.28,Equal,Equal,0.04,72
421G,[13q (n=6)].[MIR15A-1],13-049.521254,5143,40146,1.52,1.87,1.55,0.41,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.06,71
421G,[13q (n=6)].[DLEU1-2],13-049.576833,3017,22276,1.3,1.59,1.34,0.36,Ambiguous,Ambiguous,0.02,71
421G,[16p (n=3)].[TSC2-1],16-002.038612,1106,7918,0.66,0.8,0.67,0.17,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.04,48
421G,[16p (n=3)].[TSC2-25],16-002.067648,647,6140,0.53,0.73,0.54,0.16,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.03,48
421G,[16p (n=3)].[TSC2-38],16-002.076651,881,6879,0.46,0.58,0.47,0.15,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.07,42
421G,[17p (n=3)].[TP53-10],17-007.514677,783,8737,0.57,0.83,0.59,1,Ambiguous,Ambiguous,-0.05,61
421G,[17p (n=3)].[TP53-4b],17-007.519217,1483,12431,0.59,0.78,0.61,0.15,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.08,58
421G,[17p (n=3)].[TP53-1],17-007.531504,1649,14551,0.66,0.89,0.68,0.21,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.07,61
421G,[17q (n=5)].[NF1-18],17-026.577746,1522,16296,1.1,1.57,1.12,0.29,Equal,Equal,0.03,70
421G,[17q (n=5)].[NF1-39],17-026.681489,3715,28645,1.44,1.85,1.48,0.4,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.07,65
421G,[17q (n=5)].[BRCA1-24],17-038.450829,1719,17657,0.86,1.2,0.88,0.23,Equal,Equal,0.04,60
421G,[17q (n=5)].[BRCA1-15],17-038.479889,2353,21565,0.83,1.12,0.85,0.25,Equal,Equal,-0.06,78
421G,[17q (n=5)].[BRCA1-6],17-038.510430,2326,17975,1.35,1.7,1.39,0.39,Ambiguous,Ambiguous,-0.1,65
421G,[18q (n=2)].[SMAD4-4],18-046.829678,3437,30899,1.56,2.14,1.6,0.47,Ambiguous,Ambiguous,0.01,67
421G,[18q (n=2)].[SMAD4-12],18-046.858705,1713,19020,0.96,1.38,1,1,Equal,Equal,0.05,81
421G,[19p (n=4)].[STK11-1],19-001.157954,1024,7821,0.55,0.7,0.57,0.16,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.06,45
421G,[19p (n=4)].[STK11-3],19-001.170331,850,6508,0.56,0.71,0.57,0.15,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.07,39
421G,[19p (n=4)].[FKBP8-9],19-018.503959,879,6356,0.44,0.57,0.45,0.13,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.04,19
421G,[19p (n=4)].[FKBP8-4],19-018.511130,1048,8107,0.59,0.75,0.6,0.16,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.03,50
421G,[22q (n=2)].[SMARCB1-1],22-022.459352,1122,9674,0.59,0.79,0.61,0.19,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.01,47
421G,[22q (n=2)].[SMARCB1-9],22-022.506421,845,6391,0.5,0.61,0.51,0.14,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.12,44
421G,[Xq (n=2)].[AMER1-2],X-063.326842,293,3060,0.62,0.9,0.64,1,Ambiguous,Ambiguous,0.01,45
421G,[Xq (n=2)].[AMER1-1],X-063.342134,726,5287,0.56,0.67,0.56,0.16,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.03,36
421G,[References (n=12)].[PEX13*],02-061.126370,2548,30691,1.34,2,1.35,0.34,Ambiguous,Ambiguous,0.05,97
421G,[References (n=12)].[COL3A1*],02-189.557818,3018,24391,1.19,1.51,1.22,0.32,Equal,Equal,-0.07,74
421G,[References (n=12)].[WHSC1*],04-001.902193,816,9212,0.5,0.73,0.52,1,Ambiguous,Ambiguous,-0.1,64
421G,[References (n=12)].[KLKB1*],04-187.390323,2774,21069,1.12,1.4,1.15,0.31,Equal,Equal,-0.06,59
421G,[References (n=12)].[IL4*],05-132.037607,2245,15238,0.9,1.08,0.92,0.23,Equal,Equal,-0.03,46
421G,[References (n=12)].[EYS*],06-065.588251,2517,22685,1.21,1.66,1.25,0.37,Equal,Equal,0.01,74
421G,[References (n=12)].[SEC63*],06-108.321498,2100,23327,1.18,1.7,1.19,0.31,Equal,Equal,0.03,73
421G,[References (n=12)].[MTMR2*],11-095.238425,2069,17102,1.21,1.59,1.24,0.36,Equal,Equal,-0.03,75
421G,[References (n=12)].[MYH7*],14-022.972596,986,7111,0.43,0.53,0.44,0.11,Decreased2StdDevBelowArbitraryBorder,Decreased1StdDevBelowArbitraryBorder,-0.09,31
421G,[References (n=12)].[SPG11*],15-042.653071,1048,11176,0.68,0.97,0.69,0.18,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.05,68
421G,[References (n=12)].[PLCG2*],16-080.537323,1117,10995,0.6,0.83,0.62,0.16,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.02,60
421G,[References (n=12)].[KCNJ6*],21-037.919589,1249,9117,0.62,0.73,0.64,0.21,Ambiguous,Ambiguous,-0.06,40
421H,[01p (n=5)].[DVL1-1],01-001.274237,1167,9059,0.8,0.76,0.79,0.17,Equal,Equal,-0.08,41
421H,[01p (n=5)].[PRDM16-3],01-003.150503,672,9872,0.78,0.87,0.79,0.17,Equal,Equal,-0.03,60
421H,[01p (n=5)].[CHD5-2],01-006.150830,757,11973,1.05,1.17,1.05,0.27,Equal,Equal,0.04,67
421H,[01p (n=5)].[CAMTA1-18],01-007.727575,1309,15211,0.88,0.94,0.89,0.12,Equal,Equal,0.01,66
421H,[01p (n=5)].[KIF1B-2],01-010.214967,2276,17259,1.06,1.03,1.07,0.17,Equal,Equal,0.02,47
421H,[03p (n=4)].[VHL-1],03-010.158544,1572,14622,0.79,0.81,0.8,0.18,Equal,Equal,0,55
421H,[03p (n=4)].[VHL-2],03-010.163233,1431,17479,1.06,1.13,1.06,0.15,Equal,Equal,0.06,75
421H,[03p (n=4)].[FHIT-7],03-059.972109,1535,14861,1.14,1.16,1.14,0.2,Equal,Equal,-0.01,53
421H,[03p (n=4)].[FHIT-4],03-060.782680,1683,18364,1.2,1.26,1.2,0.23,Equal,Equal,-0.01,76
421H,[05q (n=2)].[APC-12],05-112.182873,1213,12095,1.05,1.08,1.05,0.15,Equal,Equal,-0.01,62
421H,[05q (n=2)].[APC-18],05-112.206814,787,10886,1.01,1.1,0.98,1,Equal,Equal,0.04,63
421H,[09p (n=3)].[CDKN2A-4],09-021.958641,2082,20071,0.9,0.9,0.91,0.15,Equal,Equal,-0.15,79
421H,[09p (n=3)].[CDKN2A-3],09-021.961213,1576,11975,0.85,0.82,0.85,0.12,Equal,Equal,-0.06,47
421H,[09p (n=3)].[CDKN2B-1],09-021.998809,1100,14863,0.85,0.92,0.86,1,Equal,Equal,0.04,69
421H,[09q (n=4)].[PTCH1-20],09-097.258441,1750,14857,0.79,0.78,0.8,0.11,Equal,Equal,-0.08,60
421H,[09q (n=4)].[PTCH1-5],09-097.284232,1547,15412,1.18,1.22,1.19,0.18,Equal,Equal,-0.02,66
421H,[09q (n=4)].[TSC1-18],09-134.767854,2012,20491,0.88,0.92,0.89,1,Equal,Equal,-0.04,66
421H,[09q (n=4)].[TSC1-1],09-134.809748,1617,15382,0.79,0.8,0.8,0.14,Equal,Equal,-0.05,64
421H,[10q (n=3)].[PTEN-4],10-089.680713,1665,19178,1.23,1.3,1.23,0.21,Equal,Equal,0.02,65
421H,[10q (n=3)].[PTEN-5],10-089.682864,1934,23803,1.22,1.29,1.22,0.19,Equal,Equal,0.02,86
421H,[10q (n=3)].[PTEN-8],10-089.710865,1751,23304,1.47,1.58,1.45,0.27,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.02,80
421H,[11p (n=2)].[WT1-11],11-032.366613,1381,20205,1.16,1.29,1.15,0.22,Equal,Equal,0.01,72
421H,[11p (n=2)].[WT1-1],11-032.413841,1277,12205,0.77,0.78,0.78,0.15,Equal,Equal,-0.06,63
421H,[13q (n=6)].[BRCA2-3],13-031.791351,2002,16143,1.03,1.01,1.03,0.16,Equal,Equal,-0.01,54
421H,[13q (n=6)].[BRCA2-9],13-031.803112,2684,24475,1.16,1.16,1.17,0.18,Equal,Equal,0,80
421H,[13q (n=6)].[RB1-3],13-047.814761,1591,23359,1.16,1.28,1.15,0.16,Equal,Equal,-0.05,73
421H,[13q (n=6)].[RB1-25],13-047.948892,2026,24696,1.06,1.14,1.06,0.15,Equal,Equal,-0.01,82
421H,[13q (n=6)].[MIR15A-1],13-049.521254,3552,28533,1.09,1.05,1.09,0.15,Equal,Equal,0,66
421H,[13q (n=6)].[DLEU1-2],13-049.576833,2673,21044,1.24,1.19,1.25,0.21,Equal,Equal,-0.07,80
421H,[16p (n=3)].[TSC2-1],16-002.038612,1361,10479,0.88,0.85,0.88,0.13,Equal,Equal,-0.03,54
421H,[16p (n=3)].[TSC2-25],16-002.067648,791,9213,0.82,0.87,0.83,0.14,Equal,Equal,0.02,59
421H,[16p (n=3)].[TSC2-38],16-002.076651,1298,10618,0.72,0.71,0.72,0.14,Equal,Equal,-0.07,48
421H,[17p (n=3)].[TP53-10],17-007.514677,830,12179,0.82,0.9,0.82,1,Equal,Equal,-0.02,69
421H,[17p (n=3)].[TP53-4b],17-007.519217,1997,18961,0.93,0.94,0.93,0.13,Equal,Equal,-0.08,67
421H,[17p (n=3)].[TP53-1],17-007.531504,1809,18896,0.88,0.91,0.89,0.16,Equal,Equal,-0.02,73
421H,[17q (n=5)].[NF1-18],17-026.577746,1077,14726,1.04,1.13,1.04,0.14,Equal,Equal,0.04,72
421H,[17q (n=5)].[NF1-39],17-026.681489,2803,23807,1.22,1.22,1.23,0.18,Equal,Equal,-0.03,62
421H,[17q (n=5)].[BRCA1-24],17-038.450829,1751,21923,1.11,1.19,1.12,0.15,Equal,Equal,0.04,75
421H,[17q (n=5)].[BRCA1-15],17-038.479889,2536,27447,1.09,1.14,1.1,0.17,Equal,Equal,-0.02,80
421H,[17q (n=5)].[BRCA1-6],17-038.510430,1817,15059,1.15,1.13,1.16,0.18,Equal,Equal,-0.13,58
421H,[18q (n=2)].[SMAD4-4],18-046.829678,1996,22134,1.16,1.22,1.16,0.2,Equal,Equal,0,66
421H,[18q (n=2)].[SMAD4-12],18-046.858705,1411,19553,1.02,1.11,1.01,1,Equal,Equal,0,68
421H,[19p (n=4)].[STK11-1],19-001.157954,1259,10239,0.74,0.72,0.74,0.12,Equal,Equal,-0.05,39
421H,[19p (n=4)].[STK11-3],19-001.170331,1018,9067,0.79,0.79,0.79,0.13,Equal,Equal,-0.03,50
421H,[19p (n=4)].[FKBP8-9],19-018.503959,1187,11286,0.8,0.81,0.8,0.14,Equal,Equal,-0.01,56
421H,[19p (n=4)].[FKBP8-4],19-018.511130,1527,12288,0.91,0.9,0.91,0.15,Equal,Equal,-0.02,45
421H,[22q (n=2)].[SMARCB1-1],22-022.459352,1279,13082,0.82,0.85,0.83,0.17,Equal,Equal,0.01,68
421H,[22q (n=2)].[SMARCB1-9],22-022.506421,1225,9402,0.74,0.72,0.74,0.11,Equal,Equal,-0.02,34
421H,[Xq (n=2)].[AMER1-2],X-063.326842,285,3884,0.81,0.9,0.8,1,Equal,Equal,-0.02,44
421H,[Xq (n=2)].[AMER1-1],X-063.342134,1199,9404,0.99,0.95,0.98,0.22,Equal,Equal,-0.08,41
421H,[References (n=12)].[PEX13*],02-061.126370,1736,28515,1.33,1.48,1.32,0.21,Increased1StdDevAboveArbitraryBorder,Ambiguous,0.01,80
421H,[References (n=12)].[COL3A1*],02-189.557818,2370,21058,1.05,1.04,1.05,0.15,Equal,Equal,-0.01,74
421H,[References (n=12)].[WHSC1*],04-001.902193,1049,15459,0.87,0.96,0.86,1,Equal,Equal,-0.01,70
421H,[References (n=12)].[KLKB1*],04-187.390323,2396,20227,1.09,1.07,1.1,0.16,Equal,Equal,-0.03,63
421H,[References (n=12)].[IL4*],05-132.037607,2654,18531,1.1,1.05,1.1,0.18,Equal,Equal,-0.05,45
421H,[References (n=12)].[EYS*],06-065.588251,1890,20152,1.11,1.17,1.12,0.19,Equal,Equal,-0.03,70
421H,[References (n=12)].[SEC63*],06-108.321498,1076,15441,0.82,0.9,0.82,0.11,Equal,Equal,-0.04,79
421H,[References (n=12)].[MTMR2*],11-095.238425,1599,15359,1.11,1.13,1.12,0.2,Equal,Equal,0,60
421H,[References (n=12)].[MYH7*],14-022.972596,1594,12458,0.76,0.74,0.77,0.11,Equal,Equal,-0.05,46
421H,[References (n=12)].[SPG11*],15-042.653071,1046,13856,0.89,0.96,0.89,0.15,Equal,Equal,0.02,59
421H,[References (n=12)].[PLCG2*],16-080.537323,1390,16857,0.96,1.01,0.96,0.14,Equal,Equal,-0.01,78
421H,[References (n=12)].[KCNJ6*],21-037.919589,1756,13878,0.93,0.89,0.94,0.22,Equal,Equal,-0.07,50
421L,[01p (n=5)].[DVL1-1],01-001.274237,1299,10522,1.18,1.19,1.15,0.23,Equal,Equal,0,46
421L,[01p (n=5)].[PRDM16-3],01-003.150503,488,7344,0.99,0.87,0.99,0.19,Equal,Equal,-0.02,60
421L,[01p (n=5)].[CHD5-2],01-006.150830,420,6584,1,0.87,1,0.24,Equal,Equal,-0.02,58
421L,[01p (n=5)].[CAMTA1-18],01-007.727575,930,11663,1.07,0.98,1.07,0.13,Equal,Equal,0.05,63
421L,[01p (n=5)].[KIF1B-2],01-010.214967,1907,15548,1.25,1.26,1.25,0.18,Equal,Equal,-0.03,44
421L,[03p (n=4)].[VHL-1],03-010.158544,1227,11923,0.93,0.89,0.93,0.19,Equal,Equal,0.03,56
421L,[03p (n=4)].[VHL-2],03-010.163233,1118,14380,1.39,1.27,1.38,0.16,Increased1StdDevAboveArbitraryBorder,Increased1StdDevAboveArbitraryBorder,0.05,72
421L,[03p (n=4)].[FHIT-7],03-059.972109,1166,11672,1.31,1.25,1.31,0.21,Ambiguous,Ambiguous,-0.02,51
421L,[03p (n=4)].[FHIT-4],03-060.782680,886,9771,0.98,0.91,0.97,0.18,Equal,Equal,-0.08,55
421L,[05q (n=2)].[APC-12],05-112.182873,857,8581,1.09,1.04,1.09,0.13,Equal,Equal,-0.05,53
421L,[05q (n=2)].[APC-18],05-112.206814,602,8725,1.36,1.21,1.32,1,Ambiguous,Ambiguous,0.06,56
421L,[09p (n=3)].[CDKN2A-4],09-021.958641,1505,15861,0.98,0.96,0.97,0.14,Equal,Equal,0.01,60
421L,[09p (n=3)].[CDKN2A-3],09-021.961213,1498,11877,1.1,1.1,1.09,0.13,Equal,Equal,-0.05,55
421L,[09p (n=3)].[CDKN2B-1],09-021.998809,761,10602,0.99,0.9,0.99,1,Equal,Equal,0.1,65
421L,[09q (n=4)].[PTCH1-20],09-097.258441,1594,14387,1.04,1.03,1.04,0.13,Equal,Equal,-0.07,64
421L,[09q (n=4)].[PTCH1-5],09-097.284232,1126,11400,1.3,1.23,1.3,0.17,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.06,49
421L,[09q (n=4)].[TSC1-18],09-134.767854,1530,15571,1.02,0.96,1.03,1,Equal,Equal,0,51
421L,[09q (n=4)].[TSC1-1],09-134.809748,1300,12337,0.9,0.87,0.9,0.14,Equal,Equal,-0.06,58
421L,[10q (n=3)].[PTEN-4],10-089.680713,1228,14180,1.41,1.3,1.4,0.22,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.01,52
421L,[10q (n=3)].[PTEN-5],10-089.682864,1296,16269,1.31,1.21,1.31,0.19,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.07,79
421L,[10q (n=3)].[PTEN-8],10-089.710865,1109,15086,1.54,1.4,1.52,0.26,Increased1StdDevAboveArbitraryBorder,Ambiguous,0,64
421L,[11p (n=2)].[WT1-11],11-032.366613,732,11294,1.12,0.98,1.1,0.19,Equal,Equal,-0.05,70
421L,[11p (n=2)].[WT1-1],11-032.413841,859,8747,0.78,0.75,0.78,0.13,Equal,Equal,-0.03,68
421L,[13q (n=6)].[BRCA2-3],13-031.791351,1230,10721,0.91,0.91,0.91,0.13,Equal,Equal,-0.12,64
421L,[13q (n=6)].[BRCA2-9],13-031.803112,1636,15842,1.05,1.02,1.05,0.15,Equal,Equal,-0.07,80
421L,[13q (n=6)].[RB1-3],13-047.814761,621,9660,0.83,0.72,0.81,0.09,Equal,Equal,-0.04,66
421L,[13q (n=6)].[RB1-25],13-047.948892,969,12314,0.85,0.77,0.85,0.1,Equal,Equal,-0.03,80
421L,[13q (n=6)].[MIR15A-1],13-049.521254,2404,20324,1.02,1.02,1.01,0.12,Equal,Equal,-0.1,55
421L,[13q (n=6)].[DLEU1-2],13-049.576833,1738,14915,1.14,1.15,1.14,0.18,Equal,Equal,-0.08,84
421L,[16p (n=3)].[TSC2-1],16-002.038612,1484,11827,1.28,1.29,1.26,0.16,Equal,Equal,-0.09,53
421L,[16p (n=3)].[TSC2-25],16-002.067648,749,9168,1.27,1.17,1.27,0.2,Equal,Equal,-0.02,55
421L,[16p (n=3)].[TSC2-38],16-002.076651,947,8418,0.76,0.76,0.75,0.14,Equal,Equal,-0.06,59
421L,[17p (n=3)].[TP53-10],17-007.514677,426,6427,0.74,0.66,0.73,1,Equal,Equal,-0.05,56
421L,[17p (n=3)].[TP53-4b],17-007.519217,1138,10826,0.76,0.73,0.76,0.09,Decreased2StdDev,Equal,0,53
421L,[17p (n=3)].[TP53-1],17-007.531504,1283,13140,0.92,0.86,0.92,0.15,Equal,Equal,-0.09,54
421L,[17q (n=5)].[NF1-18],17-026.577746,692,9910,1.15,1.03,1.14,0.14,Equal,Equal,0.03,65
421L,[17q (n=5)].[NF1-39],17-026.681489,2046,17061,1.23,1.19,1.23,0.15,Equal,Equal,-0.05,52
421L,[17q (n=5)].[BRCA1-24],17-038.450829,1121,14485,1.17,1.07,1.17,0.14,Equal,Equal,0.05,75
421L,[17q (n=5)].[BRCA1-15],17-038.479889,1331,14131,0.85,0.8,0.85,0.12,Equal,Equal,-0.08,60
421L,[17q (n=5)].[BRCA1-6],17-038.510430,1404,11642,1.21,1.19,1.21,0.17,Equal,Equal,-0.09,51
421L,[18q (n=2)].[SMAD4-4],18-046.829678,1418,16307,1.32,1.22,1.31,0.2,Ambiguous,Ambiguous,0,74
421L,[18q (n=2)].[SMAD4-12],18-046.858705,937,13958,1.22,1.09,1.2,1,Equal,Equal,0.05,75
421L,[19p (n=4)].[STK11-1],19-001.157954,1314,11174,1.08,1.07,1.07,0.16,Equal,Equal,-0.08,47
421L,[19p (n=4)].[STK11-3],19-001.170331,1116,10437,1.25,1.22,1.25,0.17,Equal,Equal,-0.03,67
421L,[19p (n=4)].[FKBP8-9],19-018.503959,1086,10945,1.1,1.06,1.1,0.16,Equal,Equal,-0.05,70
421L,[19p (n=4)].[FKBP8-4],19-018.511130,1284,11228,1.15,1.12,1.14,0.16,Equal,Equal,-0.05,52
421L,[22q (n=2)].[SMARCB1-1],22-022.459352,1138,11735,1.1,1.03,1.1,0.2,Equal,Equal,0,58
421L,[22q (n=2)].[SMARCB1-9],22-022.506421,1252,10965,1.14,1.13,1.13,0.14,Equal,Equal,-0.13,63
421L,[Xq (n=2)].[AMER1-2],X-063.326842,0,0,0,0,0,0,<<<,<<<,0,0
421L,[Xq (n=2)].[AMER1-1],X-063.342134,822,7075,0.95,0.96,0.93,0.19,Equal,Equal,-0.03,43
421L,[References (n=12)].[PEX13*],02-061.126370,853,13880,1.13,0.98,1.11,0.16,Equal,Equal,0.05,75
421L,[References (n=12)].[COL3A1*],02-189.557818,1673,14492,0.99,0.97,0.99,0.12,Equal,Equal,-0.04,62
421L,[References (n=12)].[WHSC1*],04-001.902193,698,10495,1.01,0.89,0.99,1,Equal,Equal,-0.1,58
421L,[References (n=12)].[KLKB1*],04-187.390323,1911,16047,1.16,1.15,1.16,0.15,Equal,Equal,-0.09,58
421L,[References (n=12)].[IL4*],05-132.037607,1864,13089,0.98,1,0.98,0.14,Equal,Equal,-0.04,33
421L,[References (n=12)].[EYS*],06-065.588251,1284,13870,1.18,1.09,1.17,0.19,Equal,Equal,-0.03,57
421L,[References (n=12)].[SEC63*],06-108.321498,772,11502,1.02,0.91,1.01,0.12,Equal,Equal,-0.04,79
421L,[References (n=12)].[MTMR2*],11-095.238425,1042,10533,1.1,1.05,1.1,0.17,Equal,Equal,0.01,62
421L,[References (n=12)].[MYH7*],14-022.972596,1173,9181,0.74,0.74,0.74,0.09,Decreased2StdDev,Equal,-0.11,36
421L,[References (n=12)].[SPG11*],15-042.653071,638,8587,0.9,0.81,0.89,0.13,Equal,Equal,0.05,56
421L,[References (n=12)].[PLCG2*],16-080.537323,688,8229,0.73,0.67,0.73,0.09,Decreased2StdDev,Equal,-0.01,48
421L,[References (n=12)].[KCNJ6*],21-037.919589,1207,10569,0.9,0.92,0.9,0.2,Equal,Equal,-0.09,71
421M,[01p (n=5)].[DVL1-1],01-001.274237,625,9307,0.74,0.75,0.75,0.17,Equal,Equal,0.12,62
421M,[01p (n=5)].[PRDM16-3],01-003.150503,256,6665,0.5,0.56,0.52,0.11,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.6,66
421M,[01p (n=5)].[CHD5-2],01-006.150830,205,7132,0.6,0.67,0.61,0.14,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.74,80
421M,[01p (n=5)].[CAMTA1-18],01-007.727575,578,13328,0.73,0.79,0.75,0.13,Equal,Equal,-0.02,62
421M,[01p (n=5)].[KIF1B-2],01-010.214967,1054,17943,1,1.03,1.05,0.21,Equal,Equal,0.63,50
421M,[03p (n=4)].[VHL-1],03-010.158544,559,12576,0.63,0.67,0.65,0.16,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.8,50
421M,[03p (n=4)].[VHL-2],03-010.163233,745,17971,1.02,1.12,1.06,0.18,Equal,Equal,0.13,84
421M,[03p (n=4)].[FHIT-7],03-059.972109,965,23079,1.64,1.74,1.71,0.38,Increased1StdDevAboveArbitraryBorder,Ambiguous,0.91,105
421M,[03p (n=4)].[FHIT-4],03-060.782680,672,16039,0.98,1.05,1.02,0.25,Equal,Equal,1.07,87
421M,[05q (n=2)].[APC-12],05-112.182873,603,13921,1.12,1.19,1.17,0.21,Equal,Equal,1.15,108
421M,[05q (n=2)].[APC-18],05-112.206814,412,11642,1.01,1.12,1.05,1,Equal,Equal,-1.11,63
421M,[09p (n=3)].[CDKN2A-4],09-021.958641,486,14454,0.6,0.62,0.62,0.11,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-1.23,79
421M,[09p (n=3)].[CDKN2A-3],09-021.961213,684,10463,0.67,0.69,0.7,0.12,Decreased2StdDev,Equal,0.32,65
421M,[09p (n=3)].[CDKN2B-1],09-021.998809,317,9337,0.5,0.55,0.53,1,Ambiguous,Ambiguous,-1.42,84
